"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
35.480,0.29,0.16,0.36,35.480,0.28,0.15,0.47,35.480,0.27,0.12,0.71,35.480,0.32,0.11,-0.24,35.480,0.27,0.09,0.67,35.480,0.27,0.03,0.69,35.480,0.29,-0.14,0.45,35.480,0.28,0.08,0.60,35.480,0.27,0.05,0.68,35.480,0.33,-0.15,-0.43,35.480,0.27,0.09,0.70,35.480,0.28,-0.10,0.52,35.480,0.33,-0.13,-0.48,35.480,0.27,-0.04,0.73,35.480,0.31,0.16,-0.02,35.480,0.34,-0.12,-0.62,35.480,0.35,0.04,-0.78,35.480,0.28,-0.10,0.61,35.480,0.31,0.15,0.04,35.480,0.34,0.11,-0.63
35.520,0.30,0.17,0.23,35.520,0.29,0.16,0.33,35.520,0.28,0.15,0.59,35.520,0.32,0.10,-0.33,35.520,0.28,0.12,0.58,35.520,0.27,0.05,0.66,35.520,0.28,-0.12,0.57,35.520,0.28,0.10,0.53,35.520,0.28,0.08,0.61,35.520,0.32,-0.16,-0.31,35.520,0.28,0.12,0.62,35.520,0.28,-0.07,0.59,35.520,0.33,-0.14,-0.38,35.520,0.27,-0.01,0.74,35.520,0.31,0.16,-0.15,35.520,0.33,-0.14,-0.50,35.520,0.35,0.01,-0.81,35.520,0.27,-0.08,0.69,35.520,0.31,0.15,-0.10,35.520,0.34,0.08,-0.70
35.560,0.30,0.18,0.09,35.560,0.30,0.17,0.20,35.560,0.28,0.17,0.46,35.560,0.33,0.08,-0.40,35.560,0.28,0.14,0.48,35.560,0.28,0.08,0.61,35.560,0.28,-0.10,0.66,35.560,0.29,0.12,0.44,35.560,0.28,0.10,0.53,35.560,0.32,-0.17,-0.18,35.560,0.28,0.14,0.52,35.560,0.28,-0.05,0.64,35.560,0.32,-0.16,-0.26,35.560,0.27,0.02,0.74,35.560,0.32,0.15,-0.27,35.560,0.33,-0.16,-0.37,35.560,0.35,-0.02,-0.80,35.560,0.27,-0.05,0.75,35.560,0.32,0.15,-0.22,35.560,0.34,0.05,-0.75
35.600,0.31,0.18,-0.06,35.600,0.30,0.18,0.05,35.600,0.29,0.18,0.31,35.600,0.33,0.07,-0.47,35.600,0.29,0.16,0.36,35.600,0.28,0.10,0.53,35.600,0.27,-0.07,0.71,35.600,0.29,0.14,0.33,35.600,0.28,0.12,0.45,35.600,0.31,-0.18,-0.04,35.600,0.29,0.16,0.39,35.600,0.27,-0.02,0.66,35.600,0.31,-0.16,-0.13,35.600,0.27,0.05,0.71,35.600,0.33,0.14,-0.38,35.600,0.32,-0.17,-0.24,35.600,0.35,-0.05,-0.77,35.600,0.27,-0.02,0.77,35.600,0.32,0.14,-0.33,35.600,0.35,0.02,-0.79
35.640,0.32,0.17,-0.21,35.640,0.31,0.18,-0.10,35.640,0.30,0.19,0.15,35.640,0.33,0.05,-0.51,35.640,0.30,0.17,0.23,35.640,0.29,0.12,0.43,35.640,0.27,-0.04,0.75,35.640,0.30,0.15,0.21,35.640,0.29,0.14,0.35,35.640,0.30,-0.18,0.11,35.640,0.29,0.17,0.25,35.640,0.27,0.00,0.66,35.640,0.31,-0.17,0.01,35.640,0.27,0.08,0.66,35.640,0.33,0.12,-0.50,35.640,0.31,-0.18,-0.10,35.640,0.34,-0.08,-0.70,35.640,0.27,0.02,0.77,35.640,0.33,0.12,-0.43,35.640,0.35,-0.01,-0.79
35.680,0.32,0.16,-0.35,35.680,0.32,0.17,-0.24,35.680,0.31,0.20,-0.01,35.680,0.33,0.03,-0.54,35.680,0.30,0.18,0.08,35.680,0.29,0.14,0.32,35.680,0.27,-0.01,0.78,35.680,0.30,0.16,0.08,35.680,0.30,0.15,0.23,35.680,0.29,-0.17,0.25,35.680,0.30,0.18,0.10,35.680,0.27,0.03,0.65,35.680,0.30,-0.16,0.14,35.680,0.28,0.10,0.58,35.680,0.34,0.10,-0.60,35.680,0.31,-0.18,0.04,35.680,0.34,-0.11,-0.61,35.680,0.27,0.05,0.74,35.680,0.33,0.10,-0.51,35.680,0.35,-0.05,-0.76
35.720,0.33,0.15,-0.48,35.720,0.33,0.16,-0.37,35.720,0.32,0.19,-0.17,35.720,0.33,0.00,-0.55,35.720,0.31,0.18,-0.07,35.720,0.30,0.15,0.21,35.720,0.27,0.02,0.77,35.720,0.31,0.16,-0.04,35.720,0.30,0.15,0.10,35.720,0.29,-0.15,0.39,35.720,0.31,0.18,-0.05,35.720,0.28,0.06,0.62,35.720,0.29,-0.15,0.28,35.720,0.28,0.12,0.48,35.720,0.34,0.07,-0.67,35.720,0.30,-0.18,0.20,35.720,0.33,-0.13,-0.51,35.720,0.27,0.08,0.70,35.720,0.34,0.08,-0.59,35.720,0.34,-0.08,-0.71
35.760,0.34,0.12,-0.59,35.760,0.33,0.14,-0.49,35.760,0.32,0.18,-0.32,35.760,0.33,-0.02,-0.54,35.760,0.32,0.17,-0.21,35.760,0.30,0.15,0.09,35.760,0.27,0.05,0.74,35.760,0.32,0.15,-0.18,35.760,0.31,0.16,-0.04,35.760,0.28,-0.14,0.51,35.760,0.32,0.18,-0.19,35.760,0.28,0.08,0.56,35.760,0.29,-0.14,0.40,35.760,0.29,0.14,0.38,35.760,0.34,0.04,-0.71,35.760,0.29,-0.16,0.34,35.760,0.33,-0.15,-0.40,35.760,0.28,0.10,0.62,35.760,0.34,0.05,-0.65,35.760,0.34,-0.10,-0.64
35.800,0.34,0.10,-0.67,35.800,0.34,0.12,-0.60,35.800,0.33,0.17,-0.47,35.800,0.33,-0.04,-0.52,35.800,0.32,0.16,-0.34,35.800,0.31,0.16,-0.04,35.800,0.27,0.08,0.68,35.800,0.32,0.14,-0.30,35.800,0.31,0.15,-0.16,35.800,0.28,-0.11,0.61,35.800,0.32,0.16,-0.33,35.800,0.28,0.10,0.48,35.800,0.28,-0.12,0.51,35.800,0.29,0.15,0.26,35.800,0.34,0.01,-0.73,35.800,0.28,-0.15,0.46,35.800,0.32,-0.17,-0.28,35.800,0.28,0.13,0.52,35.800,0.34,0.03,-0.69,35.800,0.33,-0.13,-0.54
35.840,0.34,0.07,-0.73,35.840,0.34,0.09,-0.68,35.840,0.34,0.15,-0.59,35.840,0.33,-0.06,-0.48,35.840,0.33,0.14,-0.47,35.840,0.32,0.15,-0.17,35.840,0.28,0.11,0.61,35.840,0.33,0.13,-0.42,35.840,0.32,0.14,-0.27,35.840,0.27,-0.09,0.69,35.840,0.33,0.15,-0.45,35.840,0.29,0.12,0.39,35.840,0.28,-0.10,0.61,35.840,0.30,0.16,0.13,35.840,0.34,-0.02,-0.73,35.840,0.28,-0.13,0.57,35.840,0.31,-0.17,-0.14,35.840,0.29,0.14,0.39,35.840,0.34,0.00,-0.69,35.840,0.33,-0.15,-0.43
35.880,0.35,0.04,-0.78,35.880,0.34,0.06,-0.75,35.880,0.34,0.12,-0.69,35.880,0.33,-0.08,-0.42,35.880,0.34,0.12,-0.58,35.880,0.32,0.14,-0.29,35.880,0.28,0.13,0.50,35.880,0.33,0.11,-0.51,35.880,0.33,0.13,-0.38,35.880,0.27,-0.06,0.75,35.880,0.34,0.13,-0.56,35.880,0.29,0.13,0.29,35.880,0.27,-0.07,0.67,35.880,0.31,0.16,-0.01,35.880,0.34,-0.05,-0.70,35.880,0.27,-0.10,0.66,35.880,0.31,-0.18,0.01,35.880,0.29,0.16,0.27,35.880,0.34,-0.03,-0.67,35.880,0.32,-0.16,-0.30
35.920,0.35,0.01,-0.80,35.920,0.35,0.03,-0.78,35.920,0.35,0.09,-0.77,35.920,0.32,-0.10,-0.35,35.920,0.34,0.10,-0.67,35.920,0.33,0.13,-0.39,35.920,0.29,0.15,0.37,35.920,0.34,0.09,-0.58,35.920,0.33,0.11,-0.48,35.920,0.27,-0.03,0.78,35.920,0.34,0.10,-0.65,35.920,0.30,0.14,0.18,35.920,0.27,-0.05,0.71,35.920,0.31,0.16,-0.14,35.920,0.34,-0.07,-0.65,35.920,0.27,-0.07,0.74,35.920,0.30,-0.17,0.17,35.920,0.30,0.17,0.14,35.920,0.34,-0.06,-0.63,35.920,0.32,-0.17,-0.17
35.960,0.35,-0.03,-0.80,35.960,0.35,1.11E-4,-0.80,35.960,0.35,0.06,-0.83,35.960,0.32,-0.11,-0.26,35.960,0.34,0.07,-0.72,35.960,0.33,0.11,-0.49,35.960,0.29,0.16,0.24,35.960,0.34,0.06,-0.64,35.960,0.34,0.09,-0.56,35.960,0.27,0.01,0.79,35.960,0.34,0.08,-0.73,35.960,0.30,0.15,0.04,35.960,0.27,-0.02,0.73,35.960,0.32,0.15,-0.27,35.960,0.34,-0.10,-0.58,35.960,0.27,-0.04,0.79,35.960,0.29,-0.16,0.31,35.960,0.31,0.17,0.00,35.960,0.34,-0.08,-0.58,35.960,0.31,-0.18,-0.03
36.000,0.34,-0.06,-0.76,36.000,0.35,-0.03,-0.79,36.000,0.35,0.02,-0.87,36.000,0.32,-0.12,-0.17,36.000,0.35,0.04,-0.76,36.000,0.34,0.09,-0.57,36.000,0.30,0.17,0.11,36.000,0.34,0.04,-0.67,36.000,0.34,0.07,-0.62,36.000,0.27,0.04,0.77,36.000,0.35,0.04,-0.78,36.000,0.31,0.15,-0.08,36.000,0.27,0.01,0.73,36.000,0.33,0.14,-0.38,36.000,0.33,-0.12,-0.50,36.000,0.27,-0.01,0.80,36.000,0.29,-0.15,0.44,36.000,0.31,0.17,-0.14,36.000,0.33,-0.10,-0.51,36.000,0.30,-0.17,0.13
36.040,0.34,-0.09,-0.70,36.040,0.34,-0.06,-0.75,36.040,0.35,-0.01,-0.87,36.040,0.31,-0.12,-0.08,36.040,0.35,0.01,-0.78,36.040,0.34,0.06,-0.63,36.040,0.31,0.17,-0.02,36.040,0.34,0.01,-0.69,36.040,0.34,0.04,-0.66,36.040,0.27,0.07,0.72,36.040,0.35,0.01,-0.81,36.040,0.32,0.14,-0.19,36.040,0.27,0.04,0.71,36.040,0.33,0.12,-0.49,36.040,0.33,-0.14,-0.39,36.040,0.27,0.02,0.79,36.040,0.28,-0.13,0.55,36.040,0.32,0.16,-0.27,36.040,0.33,-0.12,-0.42,36.040,0.29,-0.17,0.27
36.080,0.34,-0.11,-0.61,36.080,0.34,-0.09,-0.68,36.080,0.35,-0.05,-0.85,36.080,0.31,-0.12,0.03,36.080,0.35,-0.03,-0.78,36.080,0.34,0.04,-0.67,36.080,0.32,0.17,-0.16,36.080,0.34,-0.02,-0.68,36.080,0.34,0.01,-0.69,36.080,0.27,0.10,0.66,36.080,0.35,-0.02,-0.80,36.080,0.32,0.13,-0.30,36.080,0.27,0.07,0.67,36.080,0.34,0.10,-0.59,36.080,0.32,-0.15,-0.28,36.080,0.27,0.05,0.76,36.080,0.28,-0.10,0.65,36.080,0.33,0.14,-0.39,36.080,0.32,-0.14,-0.30,36.080,0.29,-0.15,0.39
36.120,0.33,-0.14,-0.51,36.120,0.34,-0.12,-0.59,36.120,0.35,-0.08,-0.80,36.120,0.30,-0.12,0.13,36.120,0.34,-0.06,-0.75,36.120,0.34,0.01,-0.68,36.120,0.32,0.16,-0.30,36.120,0.34,-0.05,-0.66,36.120,0.34,-0.02,-0.69,36.120,0.28,0.12,0.57,36.120,0.35,-0.05,-0.76,36.120,0.33,0.12,-0.41,36.120,0.28,0.10,0.60,36.120,0.34,0.07,-0.65,36.120,0.31,-0.16,-0.15,36.120,0.27,0.08,0.71,36.120,0.27,-0.07,0.73,36.120,0.33,0.13,-0.49,36.120,0.32,-0.15,-0.18,36.120,0.28,-0.13,0.50
36.160,0.33,-0.16,-0.39,36.160,0.33,-0.14,-0.49,36.160,0.34,-0.11,-0.71,36.160,0.30,-0.11,0.23,36.160,0.34,-0.09,-0.69,36.160,0.34,-0.02,-0.68,36.160,0.33,0.14,-0.42,36.160,0.34,-0.07,-0.61,36.160,0.34,-0.04,-0.66,36.160,0.28,0.14,0.46,36.160,0.34,-0.08,-0.70,36.160,0.33,0.10,-0.50,36.160,0.28,0.12,0.51,36.160,0.34,0.05,-0.69,36.160,0.31,-0.16,-0.01,36.160,0.28,0.11,0.62,36.160,0.27,-0.04,0.77,36.160,0.34,0.10,-0.58,36.160,0.31,-0.15,-0.06,36.160,0.28,-0.11,0.60
36.200,0.32,-0.17,-0.25,36.200,0.33,-0.16,-0.36,36.200,0.34,-0.14,-0.60,36.200,0.29,-0.10,0.31,36.200,0.34,-0.11,-0.60,36.200,0.34,-0.05,-0.66,36.200,0.33,0.12,-0.53,36.200,0.33,-0.10,-0.54,36.200,0.34,-0.07,-0.61,36.200,0.29,0.16,0.33,36.200,0.34,-0.11,-0.63,36.200,0.34,0.08,-0.57,36.200,0.29,0.14,0.40,36.200,0.34,0.02,-0.72,36.200,0.30,-0.16,0.13,36.200,0.28,0.14,0.52,36.200,0.27,-0.01,0.78,36.200,0.34,0.08,-0.66,36.200,0.30,-0.15,0.06,36.200,0.27,-0.09,0.69
36.240,0.31,-0.18,-0.11,36.240,0.32,-0.17,-0.22,36.240,0.33,-0.16,-0.48,36.240,0.29,-0.09,0.38,36.240,0.33,-0.14,-0.50,36.240,0.34,-0.07,-0.61,36.240,0.34,0.10,-0.62,36.240,0.33,-0.12,-0.45,36.240,0.33,-0.09,-0.55,36.240,0.30,0.17,0.18,36.240,0.33,-0.13,-0.53,36.240,0.34,0.05,-0.62,36.240,0.29,0.15,0.27,36.240,0.34,-0.01,-0.73,36.240,0.30,-0.15,0.26,36.240,0.29,0.15,0.40,36.240,0.27,0.02,0.77,36.240,0.34,0.05,-0.72,36.240,0.30,-0.15,0.19,36.240,0.27,-0.06,0.75
36.280,0.31,-0.18,0.04,36.280,0.31,-0.18,-0.07,36.280,0.32,-0.18,-0.35,36.280,0.29,-0.07,0.46,36.280,0.33,-0.15,-0.38,36.280,0.33,-0.10,-0.55,36.280,0.34,0.07,-0.69,36.280,0.32,-0.13,-0.35,36.280,0.33,-0.11,-0.47,36.280,0.30,0.17,0.05,36.280,0.33,-0.15,-0.41,36.280,0.34,0.03,-0.64,36.280,0.30,0.16,0.13,36.280,0.34,-0.04,-0.71,36.280,0.29,-0.14,0.38,36.280,0.29,0.17,0.27,36.280,0.27,0.05,0.74,36.280,0.34,0.02,-0.75,36.280,0.29,-0.14,0.31,36.280,0.27,-0.02,0.79
36.320,0.30,-0.17,0.18,36.320,0.30,-0.18,0.07,36.320,0.32,-0.19,-0.21,36.320,0.28,-0.05,0.51,36.320,0.32,-0.17,-0.25,36.320,0.33,-0.12,-0.46,36.320,0.34,0.05,-0.74,36.320,0.32,-0.15,-0.23,36.320,0.33,-0.13,-0.38,36.320,0.31,0.17,-0.09,36.320,0.32,-0.17,-0.28,36.320,0.34,6.52E-4,-0.65,36.320,0.31,0.16,-2.08E-4,36.320,0.34,-0.07,-0.66,36.320,0.28,-0.12,0.48,36.320,0.30,0.18,0.13,36.320,0.27,0.08,0.69,36.320,0.34,-0.01,-0.76,36.320,0.29,-0.12,0.41,36.320,0.27,0.01,0.79
36.360,0.29,-0.16,0.31,36.360,0.30,-0.17,0.21,36.360,0.31,-0.20,-0.05,36.360,0.28,-0.03,0.53,36.360,0.31,-0.17,-0.11,36.360,0.32,-0.13,-0.35,36.360,0.35,0.01,-0.76,36.360,0.31,-0.15,-0.10,36.360,0.32,-0.14,-0.26,36.360,0.32,0.17,-0.23,36.360,0.31,-0.17,-0.15,36.360,0.34,-0.03,-0.65,36.360,0.31,0.16,-0.12,36.360,0.34,-0.09,-0.59,36.360,0.28,-0.10,0.57,36.360,0.31,0.18,-0.02,36.360,0.28,0.11,0.61,36.360,0.34,-0.04,-0.73,36.360,0.28,-0.10,0.50,36.360,0.27,0.04,0.76
36.400,0.29,-0.15,0.44,36.400,0.29,-0.16,0.34,36.400,0.30,-0.19,0.12,36.400,0.28,-0.01,0.54,36.400,0.31,-0.17,0.03,36.400,0.32,-0.14,-0.23,36.400,0.35,-0.02,-0.76,36.400,0.31,-0.15,0.02,36.400,0.31,-0.15,-0.14,36.400,0.32,0.15,-0.36,36.400,0.31,-0.18,0.00,36.400,0.34,-0.05,-0.62,36.400,0.32,0.15,-0.24,36.400,0.33,-0.12,-0.50,36.400,0.28,-0.08,0.64,36.400,0.32,0.17,-0.17,36.400,0.28,0.13,0.51,36.400,0.34,-0.07,-0.68,36.400,0.28,-0.08,0.57,36.400,0.27,0.07,0.71
36.440,0.28,-0.13,0.56,36.440,0.28,-0.14,0.47,36.440,0.29,-0.19,0.28,36.440,0.28,0.02,0.54,36.440,0.30,-0.17,0.18,36.440,0.31,-0.15,-0.11,36.440,0.34,-0.05,-0.74,36.440,0.30,-0.15,0.14,36.440,0.31,-0.15,-0.01,36.440,0.33,0.14,-0.47,36.440,0.30,-0.18,0.16,36.440,0.34,-0.08,-0.56,36.440,0.33,0.14,-0.37,36.440,0.33,-0.14,-0.39,36.440,0.27,-0.05,0.69,36.440,0.32,0.16,-0.31,36.440,0.29,0.15,0.39,36.440,0.34,-0.09,-0.61,36.440,0.28,-0.06,0.64,36.440,0.28,0.10,0.64
36.480,0.28,-0.10,0.66,36.480,0.28,-0.12,0.57,36.480,0.29,-0.17,0.43,36.480,0.28,0.04,0.52,36.480,0.29,-0.16,0.31,36.480,0.31,-0.15,0.01,36.480,0.34,-0.08,-0.69,36.480,0.29,-0.14,0.26,36.480,0.30,-0.15,0.12,36.480,0.34,0.12,-0.58,36.480,0.29,-0.17,0.31,36.480,0.33,-0.10,-0.49,36.480,0.33,0.12,-0.49,36.480,0.32,-0.15,-0.28,36.480,0.27,-0.02,0.72,36.480,0.33,0.15,-0.43,36.480,0.29,0.16,0.27,36.480,0.33,-0.12,-0.53,36.480,0.27,-0.03,0.68,36.480,0.28,0.12,0.56
36.520,0.27,-0.07,0.73,36.520,0.27,-0.10,0.66,36.520,0.28,-0.15,0.57,36.520,0.28,0.06,0.48,36.520,0.29,-0.14,0.44,36.520,0.30,-0.15,0.14,36.520,0.34,-0.10,-0.61,36.520,0.29,-0.13,0.37,36.520,0.30,-0.15,0.25,36.520,0.34,0.09,-0.66,36.520,0.29,-0.15,0.44,36.520,0.33,-0.12,-0.41,36.520,0.34,0.10,-0.58,36.520,0.32,-0.16,-0.16,36.520,0.27,0.01,0.72,36.520,0.33,0.13,-0.55,36.520,0.30,0.17,0.14,36.520,0.33,-0.14,-0.43,36.520,0.27,0.00,0.69,36.520,0.29,0.14,0.45
36.560,0.27,-0.04,0.77,36.560,0.27,-0.07,0.73,36.560,0.27,-0.13,0.69,36.560,0.29,0.08,0.43,36.560,0.28,-0.12,0.55,36.560,0.29,-0.14,0.26,36.560,0.33,-0.13,-0.51,36.560,0.28,-0.11,0.48,36.560,0.29,-0.13,0.36,36.560,0.34,0.06,-0.72,36.560,0.28,-0.13,0.54,36.560,0.32,-0.13,-0.31,36.560,0.34,0.08,-0.64,36.560,0.31,-0.16,-0.03,36.560,0.27,0.04,0.70,36.560,0.34,0.11,-0.64,36.560,0.31,0.17,0.01,36.560,0.32,-0.15,-0.31,36.560,0.27,0.03,0.67,36.560,0.29,0.16,0.33
36.600,0.27,-0.01,0.79,36.600,0.27,-0.04,0.78,36.600,0.27,-0.10,0.78,36.600,0.29,0.09,0.36,36.600,0.28,-0.10,0.64,36.600,0.29,-0.13,0.37,36.600,0.33,-0.14,-0.40,36.600,0.28,-0.09,0.57,36.600,0.28,-0.12,0.46,36.600,0.34,0.03,-0.76,36.600,0.28,-0.11,0.63,36.600,0.32,-0.14,-0.19,36.600,0.34,0.05,-0.69,36.600,0.30,-0.16,0.11,36.600,0.27,0.07,0.66,36.600,0.34,0.08,-0.72,36.600,0.31,0.17,-0.13,36.600,0.32,-0.16,-0.19,36.600,0.28,0.05,0.63,36.600,0.30,0.17,0.19
36.640,0.27,0.02,0.78,36.640,0.27,-0.01,0.79,36.640,0.27,-0.06,0.84,36.640,0.29,0.11,0.27,36.640,0.27,-0.07,0.71,36.640,0.28,-0.11,0.47,36.640,0.32,-0.16,-0.28,36.640,0.28,-0.07,0.63,36.640,0.28,-0.10,0.55,36.640,0.35,7.70E-4,-0.77,36.640,0.27,-0.08,0.71,36.640,0.31,-0.15,-0.06,36.640,0.34,0.02,-0.73,36.640,0.30,-0.15,0.25,36.640,0.28,0.09,0.59,36.640,0.35,0.05,-0.76,36.640,0.32,0.16,-0.27,36.640,0.31,-0.17,-0.05,36.640,0.28,0.08,0.58,36.640,0.30,0.17,0.05
36.680,0.27,0.05,0.76,36.680,0.27,0.03,0.78,36.680,0.26,-0.03,0.87,36.680,0.30,0.11,0.18,36.680,0.27,-0.04,0.75,36.680,0.28,-0.09,0.56,36.680,0.31,-0.17,-0.15,36.680,0.27,-0.04,0.67,36.680,0.28,-0.07,0.62,36.680,0.34,-0.03,-0.76,36.680,0.27,-0.05,0.77,36.680,0.30,-0.15,0.06,36.680,0.34,-0.01,-0.74,36.680,0.29,-0.14,0.37,36.680,0.28,0.11,0.50,36.680,0.35,0.02,-0.79,36.680,0.33,0.15,-0.41,36.680,0.30,-0.17,0.10,36.680,0.28,0.10,0.51,36.680,0.31,0.17,-0.10
36.720,0.27,0.08,0.71,36.720,0.27,0.06,0.75,36.720,0.26,0.01,0.87,36.720,0.30,0.12,0.08,36.720,0.27,-0.01,0.77,36.720,0.28,-0.07,0.62,36.720,0.31,-0.17,-0.01,36.720,0.27,-0.01,0.69,36.720,0.27,-0.04,0.66,36.720,0.34,-0.06,-0.73,36.720,0.27,-0.02,0.80,36.720,0.30,-0.14,0.17,36.720,0.34,-0.04,-0.72,36.720,0.28,-0.12,0.48,36.720,0.29,0.13,0.40,36.720,0.35,-0.02,-0.79,36.720,0.33,0.13,-0.53,36.720,0.30,-0.16,0.24,36.720,0.29,0.12,0.43,36.720,0.32,0.17,-0.24
36.760,0.28,0.11,0.63,36.760,0.27,0.09,0.70,36.760,0.27,0.04,0.85,36.760,0.31,0.12,-0.02,36.760,0.27,0.02,0.77,36.760,0.27,-0.04,0.67,36.760,0.30,-0.17,0.13,36.760,0.27,0.02,0.69,36.760,0.27,-0.02,0.68,36.760,0.34,-0.09,-0.66,36.760,0.27,0.02,0.80,36.760,0.29,-0.13,0.28,36.760,0.34,-0.07,-0.66,36.760,0.28,-0.10,0.56,36.760,0.29,0.15,0.29,36.760,0.35,-0.05,-0.76,36.760,0.34,0.11,-0.62,36.760,0.29,-0.15,0.37,36.760,0.29,0.13,0.33,36.760,0.33,0.15,-0.37
36.800,0.28,0.13,0.51,36.800,0.28,0.11,0.61,36.800,0.27,0.08,0.79,36.800,0.31,0.12,-0.11,36.800,0.27,0.05,0.75,36.800,0.27,-0.01,0.68,36.800,0.29,-0.16,0.26,36.800,0.27,0.04,0.67,36.800,0.27,0.01,0.68,36.800,0.34,-0.11,-0.57,36.800,0.27,0.05,0.77,36.800,0.29,-0.12,0.38,36.800,0.34,-0.09,-0.59,36.800,0.28,-0.08,0.63,36.800,0.30,0.16,0.16,36.800,0.34,-0.08,-0.71,36.800,0.34,0.08,-0.69,36.800,0.28,-0.13,0.47,36.800,0.30,0.14,0.21,36.800,0.33,0.14,-0.48
36.840,0.29,0.15,0.39,36.840,0.28,0.14,0.50,36.840,0.27,0.11,0.72,36.840,0.32,0.11,-0.20,36.840,0.27,0.08,0.70,36.840,0.27,0.01,0.68,36.840,0.29,-0.15,0.40,36.840,0.28,0.07,0.62,36.840,0.27,0.04,0.67,36.840,0.33,-0.14,-0.47,36.840,0.27,0.08,0.70,36.840,0.28,-0.10,0.48,36.840,0.33,-0.11,-0.52,36.840,0.27,-0.05,0.68,36.840,0.31,0.16,0.03,36.840,0.34,-0.11,-0.63,36.840,0.34,0.05,-0.74,36.840,0.28,-0.11,0.56,36.840,0.30,0.15,0.07,36.840,0.34,0.11,-0.58
36.880,0.29,0.16,0.27,36.880,0.29,0.15,0.36,36.880,0.28,0.13,0.62,36.880,0.32,0.10,-0.29,36.880,0.28,0.11,0.61,36.880,0.27,0.04,0.65,36.880,0.28,-0.13,0.51,36.880,0.28,0.09,0.55,36.880,0.28,0.06,0.63,36.880,0.32,-0.15,-0.36,36.880,0.28,0.10,0.62,36.880,0.28,-0.08,0.56,36.880,0.33,-0.13,-0.42,36.880,0.27,-0.02,0.72,36.880,0.31,0.16,-0.10,36.880,0.33,-0.13,-0.53,36.880,0.35,0.02,-0.77,36.880,0.28,-0.09,0.65,36.880,0.31,0.15,-0.05,36.880,0.34,0.09,-0.67
36.920,0.30,0.17,0.14,36.920,0.30,0.17,0.23,36.920,0.28,0.16,0.50,36.920,0.33,0.09,-0.37,36.920,0.28,0.13,0.50,36.920,0.28,0.07,0.60,36.920,0.28,-0.10,0.60,36.920,0.28,0.11,0.46,36.920,0.28,0.09,0.56,36.920,0.32,-0.16,-0.22,36.920,0.28,0.13,0.53,36.920,0.28,-0.06,0.62,36.920,0.32,-0.15,-0.30,36.920,0.27,0.01,0.73,36.920,0.32,0.15,-0.22,36.920,0.33,-0.15,-0.42,36.920,0.35,-0.01,-0.78,36.920,0.27,-0.06,0.71,36.920,0.32,0.15,-0.17,36.920,0.34,0.06,-0.73
36.960,0.31,0.18,-0.01,36.960,0.30,0.17,0.10,36.960,0.29,0.17,0.36,36.960,0.33,0.07,-0.44,36.960,0.29,0.15,0.38,36.960,0.28,0.09,0.54,36.960,0.27,-0.08,0.67,36.960,0.29,0.13,0.35,36.960,0.28,0.11,0.47,36.960,0.31,-0.17,-0.08,36.960,0.29,0.15,0.42,36.960,0.28,-0.03,0.65,36.960,0.32,-0.16,-0.16,36.960,0.27,0.04,0.71,36.960,0.32,0.14,-0.35,36.960,0.32,-0.16,-0.30,36.960,0.34,-0.04,-0.76,36.960,0.27,-0.03,0.75,36.960,0.32,0.14,-0.28,36.960,0.35,0.03,-0.77
