"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
25.000,0.30,0.10,-0.08,25.000,0.27,0.08,0.46,25.000,0.30,-0.11,-0.11,25.000,0.32,0.08,-0.43,25.000,0.28,0.09,0.41,25.000,0.31,-0.10,-0.22,25.000,0.32,-0.05,-0.54,25.000,0.32,0.04,-0.52,25.000,0.27,-0.04,0.48,25.000,0.30,0.13,-0.01,25.000,0.30,0.09,-0.14,25.000,0.27,-0.04,0.49,25.000,0.32,0.03,-0.48,25.000,0.33,0.04,-0.55,25.000,0.29,-0.11,0.15,25.000,0.31,-0.10,-0.26,25.000,0.32,0.09,-0.44,25.000,0.30,-0.11,0.03,25.000,0.30,0.12,-0.14,25.000,0.32,0.07,-0.49
25.040,0.30,0.10,-0.16,25.040,0.28,0.10,0.38,25.040,0.30,-0.11,-0.02,25.040,0.32,0.06,-0.50,25.040,0.28,0.10,0.34,25.040,0.30,-0.11,-0.14,25.040,0.32,-0.07,-0.50,25.040,0.32,0.02,-0.54,25.040,0.27,-0.02,0.51,25.040,0.30,0.12,-0.11,25.040,0.31,0.09,-0.22,25.040,0.27,-0.02,0.51,25.040,0.32,0.01,-0.50,25.040,0.33,0.01,-0.56,25.040,0.29,-0.10,0.23,25.040,0.31,-0.11,-0.17,25.040,0.32,0.07,-0.49,25.040,0.29,-0.11,0.11,25.040,0.31,0.11,-0.25,25.040,0.32,0.05,-0.52
25.080,0.31,0.09,-0.23,25.080,0.28,0.11,0.30,25.080,0.29,-0.11,0.07,25.080,0.32,0.04,-0.55,25.080,0.28,0.11,0.26,25.080,0.30,-0.11,-0.05,25.080,0.32,-0.09,-0.43,25.080,0.32,-0.01,-0.55,25.080,0.27,0.00,0.53,25.080,0.31,0.12,-0.20,25.080,0.31,0.07,-0.28,25.080,0.27,0.01,0.51,25.080,0.32,-0.01,-0.49,25.080,0.33,-0.01,-0.57,25.080,0.28,-0.09,0.30,25.080,0.30,-0.12,-0.07,25.080,0.32,0.05,-0.54,25.080,0.29,-0.10,0.20,25.080,0.31,0.10,-0.34,25.080,0.33,0.02,-0.55
25.120,0.31,0.08,-0.29,25.120,0.29,0.12,0.21,25.120,0.29,-0.10,0.15,25.120,0.33,0.02,-0.58,25.120,0.29,0.12,0.17,25.120,0.30,-0.11,0.05,25.120,0.32,-0.10,-0.35,25.120,0.32,-0.03,-0.53,25.120,0.27,0.02,0.53,25.120,0.31,0.11,-0.29,25.120,0.31,0.06,-0.32,25.120,0.27,0.03,0.49,25.120,0.32,-0.03,-0.47,25.120,0.33,-0.03,-0.56,25.120,0.28,-0.08,0.37,25.120,0.30,-0.12,0.02,25.120,0.33,0.03,-0.57,25.120,0.28,-0.09,0.27,25.120,0.32,0.09,-0.40,25.120,0.33,0.00,-0.56
25.160,0.32,0.07,-0.35,25.160,0.29,0.13,0.10,25.160,0.29,-0.10,0.24,25.160,0.33,-0.01,-0.57,25.160,0.29,0.13,0.06,25.160,0.29,-0.11,0.14,25.160,0.31,-0.12,-0.26,25.160,0.32,-0.05,-0.49,25.160,0.27,0.04,0.51,25.160,0.32,0.09,-0.38,25.160,0.32,0.05,-0.36,25.160,0.27,0.04,0.46,25.160,0.32,-0.05,-0.44,25.160,0.32,-0.05,-0.52,25.160,0.27,-0.06,0.43,25.160,0.29,-0.11,0.11,25.160,0.33,0.00,-0.58,25.160,0.28,-0.08,0.34,25.160,0.32,0.07,-0.46,25.160,0.33,-0.02,-0.55
25.200,0.32,0.05,-0.40,25.200,0.30,0.13,0.00,25.200,0.28,-0.09,0.31,25.200,0.33,-0.03,-0.54,25.200,0.30,0.13,-0.04,25.200,0.29,-0.10,0.21,25.200,0.31,-0.12,-0.17,25.200,0.32,-0.07,-0.44,25.200,0.27,0.06,0.46,25.200,0.32,0.08,-0.44,25.200,0.32,0.03,-0.39,25.200,0.28,0.06,0.42,25.200,0.32,-0.07,-0.40,25.200,0.32,-0.07,-0.47,25.200,0.27,-0.04,0.48,25.200,0.29,-0.11,0.20,25.200,0.33,-0.02,-0.57,25.200,0.28,-0.06,0.39,25.200,0.32,0.05,-0.50,25.200,0.32,-0.04,-0.52
25.240,0.32,0.04,-0.45,25.240,0.30,0.13,-0.11,25.240,0.28,-0.07,0.37,25.240,0.32,-0.05,-0.51,25.240,0.30,0.12,-0.14,25.240,0.28,-0.09,0.29,25.240,0.30,-0.13,-0.07,25.240,0.32,-0.08,-0.38,25.240,0.28,0.08,0.40,25.240,0.32,0.06,-0.49,25.240,0.32,0.02,-0.41,25.240,0.28,0.08,0.36,25.240,0.31,-0.08,-0.34,25.240,0.32,-0.09,-0.41,25.240,0.27,-0.02,0.50,25.240,0.28,-0.10,0.29,25.240,0.32,-0.04,-0.54,25.240,0.27,-0.05,0.44,25.240,0.32,0.03,-0.54,25.240,0.32,-0.06,-0.48
25.280,0.32,0.02,-0.47,25.280,0.31,0.12,-0.20,25.280,0.28,-0.06,0.41,25.280,0.32,-0.07,-0.48,25.280,0.31,0.12,-0.23,25.280,0.28,-0.08,0.36,25.280,0.30,-0.13,0.03,25.280,0.31,-0.10,-0.32,25.280,0.28,0.09,0.32,25.280,0.32,0.04,-0.52,25.280,0.32,3.97E-4,-0.42,25.280,0.28,0.09,0.29,25.280,0.31,-0.10,-0.27,25.280,0.31,-0.11,-0.32,25.280,0.27,0.00,0.51,25.280,0.28,-0.08,0.36,25.280,0.32,-0.06,-0.50,25.280,0.27,-0.03,0.47,25.280,0.33,0.01,-0.55,25.280,0.32,-0.08,-0.43
25.320,0.32,0.00,-0.47,25.320,0.31,0.11,-0.28,25.320,0.27,-0.04,0.45,25.320,0.32,-0.09,-0.42,25.320,0.31,0.10,-0.32,25.320,0.28,-0.06,0.42,25.320,0.29,-0.13,0.14,25.320,0.31,-0.11,-0.23,25.320,0.28,0.10,0.25,25.320,0.32,0.01,-0.55,25.320,0.32,-0.02,-0.42,25.320,0.29,0.10,0.21,25.320,0.31,-0.10,-0.18,25.320,0.31,-0.12,-0.22,25.320,0.27,0.02,0.51,25.320,0.28,-0.07,0.41,25.320,0.32,-0.08,-0.45,25.320,0.27,-0.01,0.48,25.320,0.33,-0.02,-0.55,25.320,0.32,-0.10,-0.36
25.360,0.32,-0.02,-0.46,25.360,0.32,0.10,-0.36,25.360,0.27,-0.02,0.48,25.360,0.31,-0.10,-0.34,25.360,0.32,0.09,-0.40,25.360,0.27,-0.04,0.45,25.360,0.29,-0.12,0.24,25.360,0.30,-0.12,-0.14,25.360,0.29,0.11,0.16,25.360,0.32,-0.01,-0.55,25.360,0.32,-0.03,-0.39,25.360,0.29,0.11,0.13,25.360,0.30,-0.11,-0.09,25.360,0.30,-0.13,-0.11,25.360,0.27,0.04,0.48,25.360,0.27,-0.05,0.45,25.360,0.32,-0.10,-0.37,25.360,0.27,0.01,0.46,25.360,0.32,-0.04,-0.53,25.360,0.31,-0.11,-0.27
25.400,0.32,-0.04,-0.43,25.400,0.32,0.08,-0.43,25.400,0.27,0.00,0.49,25.400,0.31,-0.11,-0.24,25.400,0.32,0.07,-0.46,25.400,0.27,-0.02,0.47,25.400,0.28,-0.11,0.33,25.400,0.30,-0.12,-0.04,25.400,0.29,0.12,0.07,25.400,0.32,-0.03,-0.54,25.400,0.32,-0.05,-0.36,25.400,0.29,0.11,0.04,25.400,0.30,-0.11,0.00,25.400,0.30,-0.13,-0.01,25.400,0.27,0.06,0.44,25.400,0.27,-0.03,0.48,25.400,0.31,-0.11,-0.27,25.400,0.27,0.03,0.44,25.400,0.32,-0.06,-0.50,25.400,0.31,-0.12,-0.18
25.440,0.32,-0.06,-0.40,25.440,0.32,0.06,-0.49,25.440,0.27,0.02,0.48,25.440,0.30,-0.12,-0.15,25.440,0.32,0.05,-0.51,25.440,0.27,-0.01,0.49,25.440,0.28,-0.09,0.41,25.440,0.29,-0.12,0.06,25.440,0.30,0.12,-0.02,25.440,0.32,-0.05,-0.50,25.440,0.31,-0.06,-0.32,25.440,0.30,0.11,-0.05,25.440,0.29,-0.11,0.08,25.440,0.29,-0.13,0.08,25.440,0.28,0.07,0.38,25.440,0.27,-0.01,0.51,25.440,0.31,-0.12,-0.18,25.440,0.28,0.05,0.42,25.440,0.32,-0.08,-0.44,25.440,0.30,-0.12,-0.08
25.480,0.31,-0.07,-0.35,25.480,0.32,0.04,-0.54,25.480,0.27,0.04,0.45,25.480,0.30,-0.13,-0.06,25.480,0.32,0.03,-0.54,25.480,0.27,0.01,0.49,25.480,0.27,-0.07,0.47,25.480,0.29,-0.12,0.15,25.480,0.30,0.11,-0.11,25.480,0.32,-0.07,-0.45,25.480,0.31,-0.07,-0.27,25.480,0.30,0.11,-0.14,25.480,0.29,-0.10,0.16,25.480,0.29,-0.12,0.17,25.480,0.28,0.09,0.32,25.480,0.27,0.01,0.52,25.480,0.30,-0.13,-0.09,25.480,0.28,0.06,0.38,25.480,0.32,-0.09,-0.35,25.480,0.30,-0.13,0.02
25.520,0.31,-0.08,-0.28,25.520,0.33,0.02,-0.56,25.520,0.28,0.06,0.40,25.520,0.29,-0.13,0.04,25.520,0.33,0.01,-0.55,25.520,0.27,0.03,0.47,25.520,0.27,-0.05,0.52,25.520,0.28,-0.11,0.25,25.520,0.31,0.11,-0.20,25.520,0.32,-0.09,-0.39,25.520,0.31,-0.08,-0.20,25.520,0.31,0.10,-0.22,25.520,0.28,-0.10,0.24,25.520,0.28,-0.11,0.26,25.520,0.28,0.10,0.24,25.520,0.27,0.03,0.50,25.520,0.30,-0.13,0.01,25.520,0.28,0.08,0.32,25.520,0.31,-0.11,-0.27,25.520,0.29,-0.12,0.13
25.560,0.31,-0.09,-0.21,25.560,0.33,0.00,-0.56,25.560,0.28,0.07,0.35,25.560,0.29,-0.12,0.15,25.560,0.33,-0.01,-0.55,25.560,0.28,0.05,0.42,25.560,0.27,-0.03,0.56,25.560,0.28,-0.10,0.33,25.560,0.31,0.10,-0.29,25.560,0.31,-0.10,-0.31,25.560,0.30,-0.09,-0.13,25.560,0.31,0.09,-0.29,25.560,0.28,-0.09,0.32,25.560,0.28,-0.10,0.35,25.560,0.29,0.11,0.16,25.560,0.27,0.05,0.45,25.560,0.29,-0.13,0.11,25.560,0.28,0.09,0.25,25.560,0.31,-0.12,-0.19,25.560,0.29,-0.12,0.22
25.600,0.30,-0.10,-0.13,25.600,0.33,-0.03,-0.56,25.600,0.28,0.09,0.29,25.600,0.28,-0.11,0.25,25.600,0.32,-0.04,-0.54,25.600,0.28,0.07,0.37,25.600,0.27,-0.01,0.57,25.600,0.28,-0.08,0.40,25.600,0.32,0.08,-0.36,25.600,0.31,-0.11,-0.22,25.600,0.30,-0.09,-0.06,25.600,0.32,0.08,-0.36,25.600,0.28,-0.07,0.39,25.600,0.28,-0.08,0.42,25.600,0.29,0.11,0.07,25.600,0.28,0.07,0.40,25.600,0.29,-0.12,0.23,25.600,0.29,0.10,0.18,25.600,0.30,-0.12,-0.10,25.600,0.28,-0.10,0.30
25.640,0.30,-0.10,-0.05,25.640,0.32,-0.05,-0.53,25.640,0.29,0.10,0.22,25.640,0.28,-0.10,0.34,25.640,0.32,-0.06,-0.49,25.640,0.28,0.08,0.31,25.640,0.27,0.01,0.57,25.640,0.27,-0.06,0.45,25.640,0.32,0.07,-0.42,25.640,0.30,-0.12,-0.12,25.640,0.30,-0.10,0.02,25.640,0.32,0.06,-0.41,25.640,0.28,-0.05,0.43,25.640,0.27,-0.07,0.49,25.640,0.30,0.11,-0.01,25.640,0.28,0.08,0.34,25.640,0.28,-0.11,0.32,25.640,0.29,0.10,0.10,25.640,0.30,-0.12,0.00,25.640,0.28,-0.09,0.38
25.680,0.30,-0.10,0.03,25.680,0.32,-0.07,-0.48,25.680,0.29,0.10,0.14,25.680,0.28,-0.09,0.41,25.680,0.32,-0.08,-0.43,25.680,0.28,0.09,0.25,25.680,0.27,0.04,0.55,25.680,0.27,-0.05,0.50,25.680,0.32,0.05,-0.46,25.680,0.30,-0.12,-0.03,25.680,0.29,-0.09,0.10,25.680,0.32,0.04,-0.45,25.680,0.27,-0.04,0.46,25.680,0.27,-0.05,0.53,25.680,0.30,0.11,-0.11,25.680,0.28,0.09,0.28,25.680,0.28,-0.09,0.40,25.680,0.30,0.11,0.01,25.680,0.29,-0.12,0.10,25.680,0.27,-0.07,0.44
25.720,0.29,-0.10,0.12,25.720,0.32,-0.09,-0.41,25.720,0.29,0.11,0.05,25.720,0.27,-0.07,0.47,25.720,0.32,-0.09,-0.37,25.720,0.29,0.10,0.17,25.720,0.27,0.06,0.51,25.720,0.27,-0.03,0.54,25.720,0.32,0.03,-0.50,25.720,0.29,-0.12,0.07,25.720,0.29,-0.09,0.17,25.720,0.32,0.02,-0.48,25.720,0.27,-0.02,0.48,25.720,0.27,-0.02,0.56,25.720,0.31,0.10,-0.20,25.720,0.29,0.10,0.20,25.720,0.27,-0.08,0.46,25.720,0.30,0.10,-0.08,25.720,0.29,-0.12,0.19,25.720,0.27,-0.06,0.50
25.760,0.29,-0.10,0.20,25.760,0.31,-0.10,-0.33,25.760,0.30,0.11,-0.03,25.760,0.27,-0.05,0.52,25.760,0.31,-0.11,-0.30,25.760,0.29,0.11,0.09,25.760,0.27,0.08,0.45,25.760,0.27,0.00,0.56,25.760,0.32,0.01,-0.52,25.760,0.29,-0.12,0.15,25.760,0.28,-0.08,0.23,25.760,0.32,0.00,-0.49,25.760,0.27,0.00,0.49,25.760,0.27,-4.49E-4,0.57,25.760,0.31,0.09,-0.28,25.760,0.29,0.11,0.12,25.760,0.27,-0.06,0.51,25.760,0.30,0.10,-0.16,25.760,0.28,-0.11,0.28,25.760,0.27,-0.03,0.54
25.800,0.28,-0.09,0.28,25.800,0.31,-0.11,-0.25,25.800,0.30,0.10,-0.12,25.800,0.27,-0.03,0.55,25.800,0.31,-0.12,-0.21,25.800,0.30,0.11,-0.01,25.800,0.28,0.09,0.38,25.800,0.27,0.02,0.54,25.800,0.32,-0.01,-0.52,25.800,0.28,-0.11,0.24,25.800,0.28,-0.07,0.29,25.800,0.32,-0.02,-0.48,25.800,0.27,0.02,0.49,25.800,0.27,0.02,0.56,25.800,0.31,0.08,-0.34,25.800,0.30,0.11,0.02,25.800,0.27,-0.04,0.55,25.800,0.31,0.09,-0.23,25.800,0.28,-0.09,0.36,25.800,0.27,-0.01,0.56
25.840,0.28,-0.07,0.34,25.840,0.31,-0.12,-0.16,25.840,0.31,0.10,-0.20,25.840,0.27,-0.01,0.56,25.840,0.30,-0.12,-0.11,25.840,0.30,0.11,-0.10,25.840,0.28,0.11,0.30,25.840,0.27,0.04,0.50,25.840,0.32,-0.03,-0.50,25.840,0.28,-0.10,0.33,25.840,0.28,-0.06,0.34,25.840,0.32,-0.03,-0.46,25.840,0.27,0.04,0.46,25.840,0.27,0.04,0.52,25.840,0.32,0.07,-0.40,25.840,0.30,0.11,-0.08,25.840,0.27,-0.01,0.57,25.840,0.31,0.08,-0.30,25.840,0.28,-0.08,0.43,25.840,0.27,0.01,0.56
25.880,0.28,-0.06,0.39,25.880,0.30,-0.13,-0.06,25.880,0.31,0.09,-0.28,25.880,0.27,0.02,0.55,25.880,0.30,-0.12,-0.01,25.880,0.31,0.10,-0.18,25.880,0.29,0.12,0.21,25.880,0.27,0.06,0.45,25.880,0.32,-0.05,-0.46,25.880,0.28,-0.08,0.41,25.880,0.28,-0.04,0.38,25.880,0.32,-0.05,-0.43,25.880,0.28,0.06,0.42,25.880,0.27,0.06,0.48,25.880,0.32,0.05,-0.44,25.880,0.30,0.11,-0.16,25.880,0.27,0.01,0.57,25.880,0.31,0.07,-0.36,25.880,0.27,-0.06,0.49,25.880,0.27,0.03,0.53
25.920,0.28,-0.04,0.42,25.920,0.29,-0.13,0.05,25.920,0.31,0.07,-0.34,25.920,0.27,0.04,0.54,25.920,0.29,-0.12,0.08,25.920,0.31,0.09,-0.25,25.920,0.29,0.13,0.11,25.920,0.28,0.08,0.41,25.920,0.32,-0.07,-0.42,25.920,0.27,-0.07,0.48,25.920,0.28,-0.02,0.41,25.920,0.32,-0.07,-0.39,25.920,0.28,0.08,0.35,25.920,0.28,0.08,0.42,25.920,0.32,0.03,-0.47,25.920,0.31,0.10,-0.23,25.920,0.27,0.03,0.56,25.920,0.32,0.05,-0.41,25.920,0.27,-0.04,0.52,25.920,0.27,0.05,0.49
25.960,0.27,-0.02,0.44,25.960,0.29,-0.12,0.16,25.960,0.32,0.06,-0.39,25.960,0.27,0.06,0.50,25.960,0.29,-0.12,0.19,25.960,0.31,0.08,-0.32,25.960,0.30,0.13,0.01,25.960,0.28,0.09,0.35,25.960,0.32,-0.08,-0.36,25.960,0.27,-0.04,0.52,25.960,0.28,-0.01,0.41,25.960,0.31,-0.08,-0.32,25.960,0.28,0.09,0.28,25.960,0.28,0.10,0.35,25.960,0.32,0.01,-0.49,25.960,0.31,0.09,-0.30,25.960,0.27,0.05,0.52,25.960,0.32,0.03,-0.45,25.960,0.27,-0.02,0.54,25.960,0.27,0.07,0.44
26.000,0.27,-0.01,0.46,26.000,0.28,-0.11,0.25,26.000,0.32,0.04,-0.43,26.000,0.27,0.08,0.43,26.000,0.28,-0.11,0.28,26.000,0.32,0.07,-0.38,26.000,0.30,0.13,-0.09,26.000,0.28,0.11,0.26,26.000,0.31,-0.10,-0.29,26.000,0.27,-0.02,0.54,26.000,0.28,0.01,0.41,26.000,0.31,-0.10,-0.25,26.000,0.29,0.10,0.20,26.000,0.28,0.11,0.26,26.000,0.32,-0.01,-0.50,26.000,0.32,0.07,-0.37,26.000,0.27,0.07,0.46,26.000,0.32,0.02,-0.46,26.000,0.27,0.01,0.55,26.000,0.28,0.09,0.38
26.040,0.27,0.01,0.46,26.040,0.28,-0.10,0.34,26.040,0.32,0.03,-0.45,26.040,0.28,0.10,0.35,26.040,0.28,-0.09,0.36,26.040,0.32,0.05,-0.42,26.040,0.31,0.12,-0.19,26.040,0.29,0.11,0.17,26.040,0.31,-0.11,-0.21,26.040,0.27,0.00,0.54,26.040,0.28,0.02,0.40,26.040,0.31,-0.10,-0.18,26.040,0.29,0.10,0.13,26.040,0.29,0.12,0.17,26.040,0.32,-0.03,-0.48,26.040,0.32,0.06,-0.43,26.040,0.28,0.09,0.39,26.040,0.32,0.00,-0.45,26.040,0.27,0.03,0.53,26.040,0.28,0.10,0.31
26.080,0.27,0.03,0.45,26.080,0.28,-0.09,0.41,26.080,0.32,0.01,-0.46,26.080,0.28,0.11,0.27,26.080,0.28,-0.08,0.42,26.080,0.32,0.03,-0.45,26.080,0.31,0.11,-0.28,26.080,0.29,0.12,0.07,26.080,0.30,-0.11,-0.12,26.080,0.27,0.02,0.53,26.080,0.28,0.04,0.37,26.080,0.30,-0.11,-0.09,26.080,0.29,0.11,0.05,26.080,0.29,0.12,0.07,26.080,0.32,-0.05,-0.45,26.080,0.32,0.04,-0.47,26.080,0.28,0.11,0.31,26.080,0.32,-0.02,-0.44,26.080,0.27,0.05,0.50,26.080,0.29,0.11,0.22
26.120,0.28,0.05,0.41,26.120,0.27,-0.07,0.46,26.120,0.32,-0.01,-0.46,26.120,0.29,0.12,0.19,26.120,0.27,-0.06,0.47,26.120,0.32,0.01,-0.47,26.120,0.32,0.10,-0.36,26.120,0.30,0.12,-0.02,26.120,0.30,-0.12,-0.02,26.120,0.27,0.04,0.52,26.120,0.28,0.05,0.34,26.120,0.30,-0.11,0.01,26.120,0.30,0.11,-0.03,26.120,0.30,0.13,-0.03,26.120,0.32,-0.06,-0.40,26.120,0.32,0.02,-0.49,26.120,0.29,0.12,0.22,26.120,0.32,-0.04,-0.42,26.120,0.27,0.07,0.45,26.120,0.29,0.12,0.12
26.160,0.28,0.07,0.36,26.160,0.27,-0.05,0.51,26.160,0.32,-0.03,-0.44,26.160,0.29,0.12,0.10,26.160,0.27,-0.04,0.51,26.160,0.32,0.00,-0.47,26.160,0.32,0.08,-0.44,26.160,0.30,0.12,-0.11,26.160,0.29,-0.12,0.08,26.160,0.27,0.06,0.47,26.160,0.28,0.07,0.29,26.160,0.29,-0.11,0.10,26.160,0.30,0.11,-0.12,26.160,0.30,0.12,-0.13,26.160,0.31,-0.08,-0.34,26.160,0.32,4.51E-4,-0.49,26.160,0.29,0.12,0.13,26.160,0.32,-0.05,-0.39,26.160,0.28,0.08,0.39,26.160,0.30,0.12,0.02
26.200,0.28,0.08,0.29,26.200,0.27,-0.03,0.54,26.200,0.32,-0.05,-0.41,26.200,0.30,0.13,-7.57E-4,26.200,0.27,-0.02,0.53,26.200,0.32,-0.02,-0.47,26.200,0.32,0.06,-0.50,26.200,0.31,0.11,-0.19,26.200,0.29,-0.11,0.17,26.200,0.28,0.08,0.40,26.200,0.28,0.08,0.23,26.200,0.29,-0.10,0.18,26.200,0.31,0.10,-0.21,26.200,0.31,0.12,-0.22,26.200,0.31,-0.09,-0.27,26.200,0.32,-0.02,-0.48,26.200,0.30,0.13,0.03,26.200,0.31,-0.07,-0.34,26.200,0.28,0.10,0.32,26.200,0.30,0.12,-0.08
26.240,0.29,0.09,0.22,26.240,0.27,-0.01,0.56,26.240,0.32,-0.06,-0.37,26.240,0.30,0.12,-0.10,26.240,0.27,0.00,0.55,26.240,0.32,-0.04,-0.45,26.240,0.32,0.04,-0.54,26.240,0.31,0.10,-0.28,26.240,0.28,-0.10,0.25,26.240,0.28,0.10,0.33,26.240,0.29,0.09,0.16,26.240,0.28,-0.09,0.25,26.240,0.31,0.09,-0.29,26.240,0.31,0.10,-0.31,26.240,0.31,-0.10,-0.20,26.240,0.32,-0.04,-0.45,26.240,0.30,0.13,-0.07,26.240,0.31,-0.08,-0.27,26.240,0.28,0.11,0.24,26.240,0.31,0.12,-0.18
26.280,0.29,0.10,0.15,26.280,0.27,0.02,0.55,26.280,0.31,-0.08,-0.31,26.280,0.31,0.12,-0.20,26.280,0.27,0.02,0.54,26.280,0.32,-0.06,-0.40,26.280,0.33,0.02,-0.55,26.280,0.32,0.09,-0.37,26.280,0.28,-0.09,0.32,26.280,0.28,0.11,0.25,26.280,0.29,0.09,0.09,26.280,0.28,-0.08,0.32,26.280,0.31,0.08,-0.34,26.280,0.32,0.09,-0.38,26.280,0.30,-0.11,-0.12,26.280,0.32,-0.06,-0.43,26.280,0.31,0.12,-0.17,26.280,0.31,-0.09,-0.20,26.280,0.29,0.12,0.15,26.280,0.31,0.11,-0.26
26.320,0.29,0.10,0.09,26.320,0.27,0.04,0.53,26.320,0.31,-0.09,-0.25,26.320,0.31,0.11,-0.29,26.320,0.27,0.05,0.52,26.320,0.31,-0.07,-0.34,26.320,0.33,0.00,-0.55,26.320,0.32,0.07,-0.43,26.320,0.28,-0.08,0.38,26.320,0.29,0.12,0.17,26.320,0.30,0.09,0.02,26.320,0.28,-0.07,0.38,26.320,0.32,0.06,-0.40,26.320,0.32,0.07,-0.44,26.320,0.30,-0.11,-0.03,26.320,0.32,-0.07,-0.38,26.320,0.31,0.11,-0.27,26.320,0.30,-0.10,-0.13,26.320,0.29,0.12,0.05,26.320,0.31,0.10,-0.34
26.360,0.30,0.10,0.00,26.360,0.27,0.06,0.48,26.360,0.31,-0.10,-0.17,26.360,0.32,0.09,-0.37,26.360,0.27,0.07,0.46,26.360,0.31,-0.09,-0.27,26.360,0.32,-0.03,-0.54,26.360,0.32,0.05,-0.47,26.360,0.27,-0.06,0.44,26.360,0.29,0.12,0.07,26.360,0.30,0.09,-0.06,26.360,0.28,-0.05,0.43,26.360,0.32,0.04,-0.44,26.360,0.32,0.05,-0.49,26.360,0.29,-0.11,0.06,26.360,0.31,-0.09,-0.31,26.360,0.31,0.10,-0.35,26.360,0.30,-0.10,-0.05,26.360,0.30,0.12,-0.05,26.360,0.32,0.08,-0.41
26.400,0.30,0.10,-0.08,26.400,0.27,0.08,0.43,26.400,0.30,-0.10,-0.09,26.400,0.32,0.08,-0.44,26.400,0.28,0.08,0.40,26.400,0.31,-0.10,-0.20,26.400,0.32,-0.05,-0.51,26.400,0.32,0.03,-0.50,26.400,0.27,-0.04,0.49,26.400,0.30,0.12,-0.02,26.400,0.30,0.09,-0.14,26.400,0.27,-0.03,0.46,26.400,0.32,0.02,-0.47,26.400,0.32,0.03,-0.54,26.400,0.29,-0.11,0.15,26.400,0.31,-0.10,-0.23,26.400,0.32,0.08,-0.42,26.400,0.30,-0.10,0.03,26.400,0.30,0.12,-0.16,26.400,0.32,0.06,-0.47
26.440,0.31,0.10,-0.17,26.440,0.28,0.09,0.37,26.440,0.30,-0.10,-0.01,26.440,0.32,0.06,-0.49,26.440,0.28,0.10,0.32,26.440,0.30,-0.10,-0.12,26.440,0.32,-0.07,-0.46,26.440,0.32,0.01,-0.53,26.440,0.27,-0.02,0.52,26.440,0.30,0.12,-0.12,26.440,0.31,0.08,-0.21,26.440,0.27,-0.01,0.49,26.440,0.32,0.01,-0.47,26.440,0.33,0.01,-0.56,26.440,0.29,-0.10,0.23,26.440,0.31,-0.11,-0.15,26.440,0.32,0.07,-0.48,26.440,0.29,-0.10,0.11,26.440,0.31,0.11,-0.25,26.440,0.32,0.04,-0.51
26.480,0.31,0.09,-0.24,26.480,0.28,0.11,0.28,26.480,0.29,-0.10,0.08,26.480,0.32,0.04,-0.53,26.480,0.28,0.11,0.24,26.480,0.30,-0.11,-0.03,26.480,0.32,-0.08,-0.41,26.480,0.32,-0.01,-0.54,26.480,0.27,0.00,0.52,26.480,0.31,0.11,-0.21,26.480,0.31,0.07,-0.26,26.480,0.27,0.01,0.50,26.480,0.32,-0.01,-0.47,26.480,0.33,-0.01,-0.55,26.480,0.28,-0.09,0.31,26.480,0.30,-0.11,-0.06,26.480,0.32,0.04,-0.52,26.480,0.29,-0.09,0.19,26.480,0.31,0.10,-0.32,26.480,0.32,0.02,-0.54
